timestamp,param_id,hidden_layers,dropout_rate,learning_rate,batch_size,pos_weight,threshold,precision,recall,f1,training_time,early_stopped,convergence_epoch
20241126_143011,hl4_dr0.5_lr0.01_bs15000_pw15.0_th0.4,"[512, 2048, 512, 64]",0.5,0.01,15000,15.0,0.4,0.2513399693721286,0.9718726868985936,0.3993916349809886,170.71920108795166,False,
20241126_201537,hl4_dr0.6_lr0.01_bs20000_pw15.0_th0.4,"[256, 2048, 512, 128]",0.6,0.01,20000,15.0,0.4,0.250668193967163,0.9718726868985936,0.398543026255881,172.73497438430786,False,
20241127_105808,hl4_dr0.5_lr0.01_bs20000_pw15.0_th0.42,"[1024, 2048, 512, 128]",0.5,0.01,20000,15.0,0.42,0.2508597630875048,0.9718726868985936,0.3987851176917236,180.96763348579407,False,
20241127_174735,hl4_dr0.6_lr0.01_bs15000_pw15.0_th0.42,"[1024, 512, 256, 128]",0.6,0.01,15000,15.0,0.42,0.2512437810945274,0.9718726868985936,0.3992701839744564,159.72403526306152,False,
20241126_151530,hl4_dr0.6_lr0.01_bs20000_pw15.0_th0.4,"[512, 2048, 512, 64]",0.6,0.01,20000,15.0,0.4,0.2501428843589255,0.9718726868985936,0.3978787878787879,167.4398009777069,False,
20241127_052634,hl4_dr0.5_lr0.01_bs15000_pw15.0_th0.42,"[512, 2048, 1024, 256]",0.5,0.01,15000,15.0,0.42,0.2511476664116296,0.9718726868985936,0.3991488068095455,174.59200477600098,False,
20241127_124814,hl4_dr0.6_lr0.01_bs10000_pw15.0_th0.42,"[256, 512, 128, 64]",0.6,0.01,10000,15.0,0.42,0.252160553101594,0.9718726868985936,0.4004269594388533,147.1768500804901,False,
20241127_063939,hl4_dr0.7_lr0.01_bs15000_pw15.0_th0.42,"[512, 2048, 1024, 256]",0.7,0.01,15000,15.0,0.42,0.2513399693721286,0.9718726868985936,0.3993916349809886,186.6912517547608,False,
20241127_143526,hl4_dr0.6_lr0.01_bs15000_pw15.0_th0.42,"[256, 2048, 512, 128]",0.6,0.01,15000,15.0,0.42,0.2507639419404125,0.9718726868985936,0.3986640352208896,161.14538145065308,False,
20241127_041745,hl4_dr0.6_lr0.01_bs15000_pw15.0_th0.4,"[2048, 1024, 512, 128]",0.6,0.01,15000,15.0,0.4,0.250668193967163,0.9718726868985936,0.398543026255881,168.04477882385254,False,
20241126_212111,hl4_dr0.5_lr0.01_bs20000_pw15.0_th0.4,"[512, 1024, 512, 128]",0.5,0.01,20000,15.0,0.4,0.2512437810945274,0.9718726868985936,0.3992701839744564,162.25602746009827,False,
20241127_062648,hl4_dr0.7_lr0.01_bs10000_pw15.0_th0.42,"[512, 2048, 1024, 256]",0.7,0.01,10000,15.0,0.42,0.2508118433619866,0.9718726868985936,0.3987245672638931,180.3785831928253,False,
20241127_114349,hl4_dr0.7_lr0.01_bs10000_pw15.0_th0.42,"[1024, 2048, 512, 128]",0.7,0.01,10000,15.0,0.42,0.2510996366418053,0.9718726868985936,0.3990881458966565,163.35760378837583,False,
20241126_134428,hl4_dr0.7_lr0.01_bs10000_pw15.0_th0.4,"[512, 2028, 512, 128]",0.7,0.01,10000,15.0,0.4,0.2519669928996353,0.9718726868985936,0.4001828710758915,157.23505759239197,False,
20241126_113918,hl4_dr0.6_lr0.01_bs15000_pw15.0_th0.4,"[512, 2048, 1024, 256]",0.6,0.01,15000,15.0,0.4,0.2510516252390057,0.9718726868985936,0.3990275034189333,167.47212886810303,False,
20241127_192117,hl4_dr0.6_lr0.01_bs15000_pw15.0_th0.42,"[512, 256, 128, 64]",0.6,0.01,15000,15.0,0.42,0.2515325670498084,0.9718726868985936,0.3996347587886166,164.46814846992493,False,
20241127_122740,hl4_dr0.5_lr0.01_bs15000_pw15.0_th0.42,"[256, 512, 128, 64]",0.5,0.01,15000,15.0,0.42,0.2517737296260786,0.9718726868985936,0.3999390801096558,150.612633228302,False,
20241127_142427,hl4_dr0.6_lr0.01_bs10000_pw15.0_th0.42,"[256, 2048, 512, 128]",0.6,0.01,10000,15.0,0.42,0.2531816428846895,0.9718726868985936,0.4017133241548111,155.29110765457153,False,
20241126_121403,hl4_dr0.7_lr0.01_bs15000_pw15.0_th0.4,"[512, 2048, 1024, 256]",0.7,0.01,15000,15.0,0.4,0.2515807625981989,0.9718726868985936,0.3996955859969558,176.87342262268066,False,
20241126_195254,hl4_dr0.6_lr0.01_bs10000_pw15.0_th0.4,"[256, 2048, 512, 128]",0.6,0.01,10000,15.0,0.4,0.2512437810945274,0.9718726868985936,0.3992701839744564,158.7102530002594,False,
20241127_153007,hl4_dr0.5_lr0.01_bs10000_pw15.0_th0.42,"[512, 1024, 512, 128]",0.5,0.01,10000,15.0,0.42,0.2512928557747558,0.9711324944485566,0.3992696287279367,148.132479429245,False,
20241126_223800,hl4_dr0.5_lr0.01_bs10000_pw15.0_th0.4,"[1024, 512, 256, 128]",0.5,0.01,10000,15.0,0.4,0.2528425515513586,0.9711324944485566,0.401223241590214,149.46559381484985,False,
20241127_022210,hl4_dr0.6_lr0.01_bs10000_pw15.0_th0.4,"[2048, 1024, 512, 64]",0.6,0.01,10000,15.0,0.4,0.2520169035728006,0.9711324944485566,0.400183010523105,159.89655685424805,False,
20241126_193054,hl4_dr0.5_lr0.01_bs15000_pw15.0_th0.4,"[256, 2048, 512, 128]",0.5,0.01,15000,15.0,0.4,0.2516784960675235,0.9711324944485566,0.3997562461913467,163.89466881752014,False,
20241127_032042,hl4_dr0.7_lr0.01_bs20000_pw15.0_th0.4,"[2048, 1024, 512, 64]",0.7,0.01,20000,15.0,0.4,0.250956388676358,0.9711324944485566,0.398844809241526,179.5758011341095,False,
20241127_201716,hl4_dr0.5_lr0.01_bs10000_pw15.0_th0.42,"[2048, 1024, 512, 64]",0.5,0.01,10000,15.0,0.42,0.2524533384644987,0.9711324944485566,0.4007330482590104,172.712162733078,False,
20241126_215400,hl4_dr0.6_lr0.01_bs20000_pw15.0_th0.4,"[512, 1024, 512, 128]",0.6,0.01,20000,15.0,0.4,0.2508604206500956,0.9711324944485566,0.3987235982373499,176.11647152900696,False,
20241126_110444,hl4_dr0.5_lr0.01_bs15000_pw15.0_th0.4,"[512, 2048, 1024, 256]",0.5,0.01,15000,15.0,0.4,0.2520653218059558,0.9711324944485566,0.4002440512507627,174.79219675064087,False,
20241126_131019,hl4_dr0.6_lr0.01_bs10000_pw15.0_th0.4,"[512, 2028, 512, 128]",0.6,0.01,10000,15.0,0.4,0.2526964560862866,0.9711324944485566,0.4010392786183708,158.0557246208191,False,
20241127_140211,hl4_dr0.5_lr0.01_bs15000_pw15.0_th0.42,"[256, 2048, 512, 128]",0.5,0.01,15000,15.0,0.42,0.2513409961685823,0.9711324944485566,0.3993303911124639,170.8241937160492,False,
20241126_173413,hl4_dr0.7_lr0.01_bs20000_pw15.0_th0.4,"[1024, 2048, 512, 128]",0.7,0.01,20000,15.0,0.4,0.2495245340433625,0.9711324944485566,0.397034347102436,172.34192037582395,False,
20241127_145722,hl4_dr0.7_lr0.01_bs10000_pw15.0_th0.42,"[256, 2048, 512, 128]",0.7,0.01,10000,15.0,0.42,0.2513409961685823,0.9711324944485566,0.3993303911124639,159.55673265457153,False,
20241127_173657,hl4_dr0.6_lr0.01_bs10000_pw15.0_th0.42,"[1024, 512, 256, 128]",0.6,0.01,10000,15.0,0.42,0.2524533384644987,0.9711324944485566,0.4007330482590104,152.2888584136963,False,
20241126_224837,hl4_dr0.5_lr0.01_bs15000_pw15.0_th0.4,"[1024, 512, 256, 128]",0.5,0.01,15000,15.0,0.4,0.2522591809267449,0.9711324944485566,0.4004884004884005,156.90748834609985,False,
20241127_141355,hl4_dr0.5_lr0.01_bs20000_pw15.0_th0.42,"[256, 2048, 512, 128]",0.5,0.01,20000,15.0,0.42,0.2512928557747558,0.9711324944485566,0.3992696287279367,189.7162411212921,False,
20241127_071710,hl4_dr0.5_lr0.01_bs15000_pw15.0_th0.42,"[512, 2028, 512, 128]",0.5,0.01,15000,15.0,0.42,0.2512928557747558,0.9711324944485566,0.3992696287279367,176.3084499835968,False,
20241127_074117,hl4_dr0.6_lr0.01_bs10000_pw15.0_th0.42,"[512, 2028, 512, 128]",0.6,0.01,10000,15.0,0.42,0.2511485451761102,0.9711324944485566,0.3990874524714829,173.4300127029419,False,
20241127_215512,hl4_dr0.7_lr0.01_bs20000_pw15.0_th0.42,"[2048, 1024, 512, 64]",0.7,0.01,20000,15.0,0.42,0.2501429933269781,0.9711324944485566,0.3978168587022437,196.20861506462097,False,
20241126_120221,hl4_dr0.7_lr0.01_bs10000_pw15.0_th0.4,"[512, 2048, 1024, 256]",0.7,0.01,10000,15.0,0.4,0.2518717604146669,0.9711324944485566,0.4,161.04837155342102,False,
20241127_040613,hl4_dr0.6_lr0.01_bs10000_pw15.0_th0.4,"[2048, 1024, 512, 128]",0.6,0.01,10000,15.0,0.4,0.2514855280812728,0.9711324944485566,0.3995127892813642,163.32986116409302,False,
20241127_154050,hl4_dr0.5_lr0.01_bs15000_pw15.0_th0.42,"[512, 1024, 512, 128]",0.5,0.01,15000,15.0,0.42,0.2514373323112303,0.9711324944485566,0.3994519713807276,156.47483944892883,False,
20241127_023351,hl4_dr0.6_lr0.01_bs15000_pw15.0_th0.4,"[2048, 1024, 512, 64]",0.6,0.01,15000,15.0,0.4,0.2511966302891059,0.9711324944485566,0.3991481594158807,174.06782627105713,False,
20241127_060115,hl4_dr0.6_lr0.01_bs15000_pw15.0_th0.42,"[512, 2048, 1024, 256]",0.6,0.01,15000,15.0,0.42,0.2512928557747558,0.9711324944485566,0.3992696287279367,176.03149509429932,False,
20241127_214218,hl4_dr0.7_lr0.01_bs15000_pw15.0_th0.42,"[2048, 1024, 512, 64]",0.7,0.01,15000,15.0,0.42,0.2516302263137706,0.9711324944485566,0.3996953541507997,184.26628303527832,False,
20241126_182615,hl4_dr0.6_lr0.01_bs15000_pw15.0_th0.4,"[256, 512, 128, 64]",0.6,0.01,15000,15.0,0.4,0.2511966302891059,0.9711324944485566,0.3991481594158807,155.03796768188477,False,
20241127_113246,hl4_dr0.6_lr0.01_bs20000_pw15.0_th0.42,"[1024, 2048, 512, 128]",0.6,0.01,20000,15.0,0.42,0.2501429933269781,0.9711324944485566,0.3978168587022437,169.27315306663513,False,
20241126_220431,hl4_dr0.7_lr0.01_bs10000_pw15.0_th0.4,"[512, 1024, 512, 128]",0.7,0.01,10000,15.0,0.4,0.2514855280812728,0.9711324944485566,0.3995127892813642,155.7321572303772,False,
20241127_002314,hl4_dr0.5_lr0.01_bs15000_pw15.0_th0.4,"[512, 256, 128, 64]",0.5,0.01,15000,15.0,0.4,0.2515337423312883,0.9711324944485566,0.3995736257042789,154.5640172958374,False,
20241127_180835,hl4_dr0.7_lr0.01_bs10000_pw15.0_th0.42,"[1024, 512, 256, 128]",0.7,0.01,10000,15.0,0.42,0.2518234165067178,0.9711324944485566,0.3999390336838896,146.10794258117676,False,
20241126_213132,hl4_dr0.6_lr0.01_bs10000_pw15.0_th0.4,"[512, 1024, 512, 128]",0.6,0.01,10000,15.0,0.4,0.2508124641559931,0.9711324944485566,0.3986630203585536,151.18669247627258,False,
20241127_161237,hl4_dr0.6_lr0.01_bs15000_pw15.0_th0.42,"[512, 1024, 512, 128]",0.6,0.01,15000,15.0,0.42,0.2512928557747558,0.9711324944485566,0.3992696287279367,157.2654242515564,False,
20241127_125837,hl4_dr0.6_lr0.01_bs15000_pw15.0_th0.42,"[256, 512, 128, 64]",0.6,0.01,15000,15.0,0.42,0.2521622141072458,0.9711324944485566,0.4003661885871223,151.72563099861145,False,
20241127_093757,hl4_dr0.6_lr0.01_bs15000_pw15.0_th0.42,"[512, 2048, 512, 64]",0.6,0.01,15000,15.0,0.42,0.2512447338184603,0.9711324944485566,0.399208884831888,163.52135396003723,False,
20241126_141854,hl4_dr0.5_lr0.01_bs10000_pw15.0_th0.4,"[512, 2048, 512, 64]",0.5,0.01,10000,15.0,0.4,0.2513902205177373,0.9703923019985196,0.3993298812062138,157.34361267089844,False,
20241127_183952,hl4_dr0.5_lr0.01_bs10000_pw15.0_th0.42,"[512, 256, 128, 64]",0.5,0.01,10000,15.0,0.42,0.2528935185185185,0.9703923019985196,0.4012241775057383,144.57133078575134,False,
20241127_014809,hl4_dr0.5_lr0.01_bs10000_pw15.0_th0.4,"[2048, 1024, 512, 64]",0.5,0.01,10000,15.0,0.4,0.2529423114026625,0.9703923019985196,0.4012855831037649,163.6712520122528,False,
20241127_085340,hl4_dr0.5_lr0.01_bs10000_pw15.0_th0.42,"[512, 2048, 512, 64]",0.5,0.01,10000,15.0,0.42,0.2514384349827387,0.9703923019985196,0.3993907083015994,156.46787571907043,False,
20241127_072937,hl4_dr0.5_lr0.01_bs20000_pw15.0_th0.42,"[512, 2028, 512, 128]",0.5,0.01,20000,15.0,0.42,0.251053236307928,0.9703923019985196,0.3989046097672296,179.2173774242401,False,
20241127_193245,hl4_dr0.6_lr0.01_bs20000_pw15.0_th0.42,"[512, 256, 128, 64]",0.6,0.01,20000,15.0,0.42,0.2510051694428489,0.9703923019985196,0.3988439306358382,169.8910949230194,False,
20241126_184717,hl4_dr0.7_lr0.01_bs10000_pw15.0_th0.4,"[256, 512, 128, 64]",0.7,0.01,10000,15.0,0.4,0.2517281105990783,0.9703923019985196,0.3997560603750572,147.83808708190918,False,
20241127_195418,hl4_dr0.7_lr0.01_bs15000_pw15.0_th0.42,"[512, 256, 128, 64]",0.7,0.01,15000,15.0,0.42,0.2515349194167306,0.9703923019985196,0.399512418101478,158.28966307640076,False,
20241127_134032,hl4_dr0.7_lr0.01_bs20000_pw15.0_th0.42,"[256, 512, 128, 64]",0.7,0.01,20000,15.0,0.42,0.250334160779072,0.9703923019985196,0.3979963570127504,170.82443141937256,False,
20241127_004414,hl4_dr0.6_lr0.01_bs10000_pw15.0_th0.4,"[512, 256, 128, 64]",0.6,0.01,10000,15.0,0.4,0.2514866679455208,0.9703923019985196,0.3994515539305301,147.47799134254456,False,
20241127_045203,hl4_dr0.7_lr0.01_bs15000_pw15.0_th0.4,"[2048, 1024, 512, 128]",0.7,0.01,15000,15.0,0.4,0.2513902205177373,0.9703923019985196,0.3993298812062138,173.492005109787,False,
20241127_021116,hl4_dr0.5_lr0.01_bs20000_pw15.0_th0.4,"[2048, 1024, 512, 64]",0.5,0.01,20000,15.0,0.4,0.2512456880030663,0.9703923019985196,0.3991475110366875,172.8183183670044,False,
