timestamp,param_id,hidden_layers,dropout_rate,learning_rate,batch_size,pos_weight,threshold,precision,recall,f1,training_time,early_stopped,convergence_epoch
20241127_212957,hl4_dr0.7_lr0.01_bs10000_pw15.0_th0.42,"[2048, 1024, 512, 64]",0.7,0.01,10000,15.0,0.42,0.2503819709702062,0.9703923019985196,0.3980567785031121,176.5134174823761,False,
20241126_122625,hl4_dr0.7_lr0.01_bs20000_pw15.0_th0.4,"[512, 2048, 1024, 256]",0.7,0.01,20000,15.0,0.4,0.2518248175182482,0.9703923019985196,0.3998779929845966,188.43405604362488,False,
20241127_084257,hl4_dr0.7_lr0.01_bs20000_pw15.0_th0.42,"[512, 2028, 512, 128]",0.7,0.01,20000,15.0,0.42,0.2500953834414345,0.9703923019985196,0.3976945244956772,165.00994181632996,False,
20241126_115106,hl4_dr0.6_lr0.01_bs20000_pw15.0_th0.4,"[512, 2048, 1024, 256]",0.6,0.01,20000,15.0,0.4,0.2507171543316122,0.9703923019985196,0.3984802431610942,175.18787097930908,False,
20241127_012631,hl4_dr0.7_lr0.01_bs15000_pw15.0_th0.4,"[512, 256, 128, 64]",0.7,0.01,15000,15.0,0.4,0.2515349194167306,0.9703923019985196,0.399512418101478,153.60335087776184,False,
20241126_112743,hl4_dr0.6_lr0.01_bs10000_pw15.0_th0.4,"[512, 2048, 1024, 256]",0.6,0.01,10000,15.0,0.4,0.2517764547724217,0.9703923019985196,0.3998170173833485,168.78601336479187,False,
20241126_200405,hl4_dr0.6_lr0.01_bs15000_pw15.0_th0.4,"[256, 2048, 512, 128]",0.6,0.01,15000,15.0,0.4,0.2514866679455208,0.9703923019985196,0.3994515539305301,168.3372504711151,False,
20241126_205907,hl4_dr0.5_lr0.01_bs10000_pw15.0_th0.4,"[512, 1024, 512, 128]",0.5,0.01,10000,15.0,0.4,0.2533822960958639,0.9703923019985196,0.4018390804597701,157.07263493537903,False,
20241127_044024,hl4_dr0.7_lr0.01_bs10000_pw15.0_th0.4,"[2048, 1024, 512, 128]",0.7,0.01,10000,15.0,0.4,0.2525038520801232,0.9703923019985196,0.400733608436497,161.67287945747375,False,
20241126_140807,hl4_dr0.7_lr0.01_bs20000_pw15.0_th0.4,"[512, 2028, 512, 128]",0.7,0.01,20000,15.0,0.4,0.2500953834414345,0.9703923019985196,0.3976945244956772,182.3177070617676,False,
20241126_230936,hl4_dr0.6_lr0.01_bs10000_pw15.0_th0.4,"[1024, 512, 256, 128]",0.6,0.01,10000,15.0,0.4,0.2514384349827387,0.9703923019985196,0.3993907083015994,150.49254894256592,False,
20241126_135604,hl4_dr0.7_lr0.01_bs15000_pw15.0_th0.4,"[512, 2028, 512, 128]",0.7,0.01,15000,15.0,0.4,0.2514384349827387,0.9703923019985196,0.3993907083015994,173.18456172943115,False,
20241127_110916,hl4_dr0.6_lr0.01_bs10000_pw15.0_th0.42,"[1024, 2048, 512, 128]",0.6,0.01,10000,15.0,0.42,0.2510051694428489,0.9703923019985196,0.3988439306358382,168.79899549484253,False,
20241127_053832,hl4_dr0.5_lr0.01_bs20000_pw15.0_th0.42,"[512, 2048, 1024, 256]",0.5,0.01,20000,15.0,0.42,0.2512938470385278,0.9703923019985196,0.3992082825822168,194.720959186554,False,
20241127_092653,hl4_dr0.6_lr0.01_bs10000_pw15.0_th0.42,"[512, 2048, 512, 64]",0.6,0.01,10000,15.0,0.42,0.2514384349827387,0.9703923019985196,0.3993907083015994,155.18026971817017,False,
20241127_065305,hl4_dr0.7_lr0.01_bs20000_pw15.0_th0.42,"[512, 2048, 1024, 256]",0.7,0.01,20000,15.0,0.42,0.2513902205177373,0.9703923019985196,0.3993298812062138,207.4843258857727,False,
20241127_185007,hl4_dr0.5_lr0.01_bs15000_pw15.0_th0.42,"[512, 256, 128, 64]",0.5,0.01,15000,15.0,0.42,0.2538238141335915,0.9703923019985196,0.4023941068139963,152.3789746761322,False,
20241127_115516,hl4_dr0.7_lr0.01_bs15000_pw15.0_th0.42,"[1024, 2048, 512, 128]",0.7,0.01,15000,15.0,0.42,0.2510051694428489,0.9703923019985196,0.3988439306358382,167.51121497154236,False,
20241126_235148,hl4_dr0.7_lr0.01_bs15000_pw15.0_th0.4,"[1024, 512, 256, 128]",0.7,0.01,15000,15.0,0.4,0.2507651109410864,0.9703923019985196,0.3985408116735066,162.87792897224426,False,
20241127_155143,hl4_dr0.5_lr0.01_bs20000_pw15.0_th0.42,"[512, 1024, 512, 128]",0.5,0.01,20000,15.0,0.42,0.2513902205177373,0.9703923019985196,0.3993298812062138,161.88676953315735,False,
20241126_164713,hl4_dr0.6_lr0.01_bs15000_pw15.0_th0.4,"[1024, 2048, 512, 128]",0.6,0.01,15000,15.0,0.4,0.2516314779270633,0.9703923019985196,0.3996342021033379,174.26915836334229,False,
20241126_124813,hl4_dr0.5_lr0.01_bs15000_pw15.0_th0.4,"[512, 2028, 512, 128]",0.5,0.01,15000,15.0,0.4,0.2515349194167306,0.9703923019985196,0.399512418101478,163.92677855491638,False,
20241127_080633,hl4_dr0.6_lr0.01_bs20000_pw15.0_th0.42,"[512, 2028, 512, 128]",0.6,0.01,20000,15.0,0.42,0.2496191926884996,0.9703923019985196,0.3970922308041799,183.6677887439728,False,
20241126_171039,hl4_dr0.7_lr0.01_bs10000_pw15.0_th0.4,"[1024, 2048, 512, 128]",0.7,0.01,10000,15.0,0.4,0.2503819709702062,0.9703923019985196,0.3980567785031121,166.0940444469452,False,
20241126_172228,hl4_dr0.7_lr0.01_bs15000_pw15.0_th0.4,"[1024, 2048, 512, 128]",0.7,0.01,15000,15.0,0.4,0.250334160779072,0.9703923019985196,0.3979963570127504,176.66427731513977,False,
20241127_164422,hl4_dr0.7_lr0.01_bs15000_pw15.0_th0.42,"[512, 1024, 512, 128]",0.7,0.01,15000,15.0,0.42,0.251053236307928,0.9703923019985196,0.3989046097672296,157.54944109916687,False,
20241126_105308,hl4_dr0.5_lr0.01_bs10000_pw15.0_th0.4,"[512, 2048, 1024, 256]",0.5,0.01,10000,15.0,0.4,0.2524066230265691,0.9703923019985196,0.40061115355233,169.0027368068695,False,
20241126_153741,hl4_dr0.7_lr0.01_bs15000_pw15.0_th0.4,"[512, 2048, 512, 64]",0.7,0.01,15000,15.0,0.4,0.2511494252873563,0.9703923019985196,0.399026023436311,165.87940049171448,False,
20241127_132936,hl4_dr0.7_lr0.01_bs15000_pw15.0_th0.42,"[256, 512, 128, 64]",0.7,0.01,15000,15.0,0.42,0.2519230769230769,0.9696521095484826,0.3999389406197527,152.93786239624023,False,
20241127_135109,hl4_dr0.5_lr0.01_bs10000_pw15.0_th0.42,"[256, 2048, 512, 128]",0.5,0.01,10000,15.0,0.42,0.2519230769230769,0.9696521095484826,0.3999389406197527,163.98446202278137,False,
20241127_194321,hl4_dr0.7_lr0.01_bs10000_pw15.0_th0.42,"[512, 256, 128, 64]",0.7,0.01,10000,15.0,0.42,0.2523112480739599,0.9696521095484826,0.4004279382546232,159.85475730895996,False,
20241127_150822,hl4_dr0.7_lr0.01_bs15000_pw15.0_th0.42,"[256, 2048, 512, 128]",0.7,0.01,15000,15.0,0.42,0.2509578544061303,0.9696521095484826,0.3987216557601583,167.62510561943054,False,
20241127_210547,hl4_dr0.6_lr0.01_bs15000_pw15.0_th0.42,"[2048, 1024, 512, 64]",0.6,0.01,15000,15.0,0.42,0.2505738332058148,0.9696521095484826,0.3982368141054871,186.5032210350037,False,
20241126_191945,hl4_dr0.5_lr0.01_bs10000_pw15.0_th0.4,"[256, 2048, 512, 128]",0.5,0.01,10000,15.0,0.4,0.2528469407450299,0.9696521095484826,0.4011022657685242,169.28762125968933,False,
20241126_150402,hl4_dr0.6_lr0.01_bs15000_pw15.0_th0.4,"[512, 2048, 512, 64]",0.6,0.01,15000,15.0,0.4,0.2514395393474088,0.9696521095484826,0.3993293705227861,171.06036734580994,False,
20241126_181542,hl4_dr0.6_lr0.01_bs10000_pw15.0_th0.4,"[256, 512, 128, 64]",0.6,0.01,10000,15.0,0.4,0.2523598535927567,0.9696521095484826,0.4004891470498318,147.6672863960266,False,
20241126_145238,hl4_dr0.6_lr0.01_bs10000_pw15.0_th0.4,"[512, 2048, 512, 64]",0.6,0.01,10000,15.0,0.4,0.2515360983102918,0.9696521095484826,0.3994511358438786,163.4501359462738,False,
20241127_054926,hl4_dr0.6_lr0.01_bs10000_pw15.0_th0.42,"[512, 2048, 1024, 256]",0.6,0.01,10000,15.0,0.42,0.2523112480739599,0.9696521095484826,0.4004279382546232,164.80616855621338,False,
20241126_221546,hl4_dr0.7_lr0.01_bs15000_pw15.0_th0.4,"[512, 1024, 512, 128]",0.7,0.01,15000,15.0,0.4,0.2509097873970504,0.9696521095484826,0.3986609860012173,174.32846784591675,False,
20241127_172643,hl4_dr0.5_lr0.01_bs20000_pw15.0_th0.42,"[1024, 512, 256, 128]",0.5,0.01,20000,15.0,0.42,0.2514878095603762,0.9696521095484826,0.399390243902439,162.7165699005127,False,
20241127_081825,hl4_dr0.7_lr0.01_bs10000_pw15.0_th0.42,"[512, 2028, 512, 128]",0.7,0.01,10000,15.0,0.42,0.2522140931844436,0.9696521095484826,0.400305576776165,180.4944260120392,False,
20241127_202938,hl4_dr0.5_lr0.01_bs15000_pw15.0_th0.42,"[2048, 1024, 512, 64]",0.5,0.01,15000,15.0,0.42,0.2511503067484663,0.9696521095484826,0.3989645195675346,188.0278458595276,False,
20241127_101113,hl4_dr0.7_lr0.01_bs15000_pw15.0_th0.42,"[512, 2048, 512, 64]",0.7,0.01,15000,15.0,0.42,0.2509578544061303,0.9696521095484826,0.3987216557601583,169.51377391815186,False,
20241127_030845,hl4_dr0.7_lr0.01_bs15000_pw15.0_th0.4,"[2048, 1024, 512, 64]",0.7,0.01,15000,15.0,0.4,0.2505259131765155,0.9696521095484826,0.3981762917933131,175.50398182868958,False,
20241127_121720,hl4_dr0.5_lr0.01_bs10000_pw15.0_th0.42,"[256, 512, 128, 64]",0.5,0.01,10000,15.0,0.42,0.2520685010583028,0.9696521095484826,0.4001221747098351,147.0946924686432,False,
20241127_033154,hl4_dr0.5_lr0.01_bs10000_pw15.0_th0.4,"[2048, 1024, 512, 128]",0.5,0.01,10000,15.0,0.4,0.2517778204881798,0.9696521095484826,0.3997558742752518,165.60243487358093,False,
20241127_011602,hl4_dr0.7_lr0.01_bs10000_pw15.0_th0.4,"[512, 256, 128, 64]",0.7,0.01,10000,15.0,0.4,0.2515360983102918,0.9696521095484826,0.3994511358438786,150.5635416507721,False,
20241127_103405,hl4_dr0.5_lr0.01_bs10000_pw15.0_th0.42,"[1024, 2048, 512, 128]",0.5,0.01,10000,15.0,0.42,0.2524571208325303,0.9696521095484826,0.400611620795107,162.46344685554504,False,
20241126_234111,hl4_dr0.7_lr0.01_bs10000_pw15.0_th0.4,"[1024, 512, 256, 128]",0.7,0.01,10000,15.0,0.4,0.2508617387973956,0.9696521095484826,0.3986003347025711,154.67981004714966,False,
20241127_025714,hl4_dr0.7_lr0.01_bs10000_pw15.0_th0.4,"[2048, 1024, 512, 64]",0.7,0.01,10000,15.0,0.4,0.2508617387973956,0.9696521095484826,0.3986003347025711,163.35827088356018,False,
20241127_220703,hl4_dr0.5_lr0.01_bs10000_pw15.0_th0.42,"[2048, 1024, 512, 128]",0.5,0.01,10000,15.0,0.42,0.2513912876607177,0.9696521095484826,0.399268515696434,176.6433379650116,False,
20241127_191029,hl4_dr0.6_lr0.01_bs10000_pw15.0_th0.42,"[512, 256, 128, 64]",0.6,0.01,10000,15.0,0.42,0.2515856236786469,0.9689119170984456,0.3994507171193164,146.6224548816681,False,
20241127_001258,hl4_dr0.5_lr0.01_bs10000_pw15.0_th0.4,"[512, 256, 128, 64]",0.5,0.01,10000,15.0,0.4,0.2550165595168517,0.9689119170984456,0.4037631091918569,141.44415950775146,False,
20241126_125939,hl4_dr0.5_lr0.01_bs20000_pw15.0_th0.4,"[512, 2028, 512, 128]",0.5,0.01,20000,15.0,0.4,0.2509585889570552,0.9689119170984456,0.3986599664991624,175.3292989730835,False,
20241127_163344,hl4_dr0.7_lr0.01_bs10000_pw15.0_th0.42,"[512, 1024, 512, 128]",0.7,0.01,10000,15.0,0.42,0.2513440860215054,0.9689119170984456,0.3991462113127001,150.89923238754272,False,
20241126_132138,hl4_dr0.6_lr0.01_bs15000_pw15.0_th0.4,"[512, 2028, 512, 128]",0.6,0.01,15000,15.0,0.4,0.2513440860215054,0.9689119170984456,0.3991462113127001,168.89096188545227,False,
20241127_070448,hl4_dr0.5_lr0.01_bs10000_pw15.0_th0.42,"[512, 2028, 512, 128]",0.5,0.01,10000,15.0,0.42,0.2524103355187042,0.9689119170984456,0.4004895211870888,169.97592496871948,False,
20241127_095953,hl4_dr0.7_lr0.01_bs10000_pw15.0_th0.42,"[512, 2048, 512, 64]",0.7,0.01,10000,15.0,0.42,0.2501433212306516,0.9689119170984456,0.3976306196840826,160.46650052070618,False,
20241127_205332,hl4_dr0.6_lr0.01_bs10000_pw15.0_th0.42,"[2048, 1024, 512, 64]",0.6,0.01,10000,15.0,0.42,0.2518276260100038,0.9689119170984456,0.3997556878912811,167.50192880630493,False,
20241127_051449,hl4_dr0.5_lr0.01_bs10000_pw15.0_th0.42,"[512, 2048, 1024, 256]",0.5,0.01,10000,15.0,0.42,0.2515372790161414,0.9689119170984456,0.3993897787948131,163.60754251480105,False,
20241126_163538,hl4_dr0.6_lr0.01_bs10000_pw15.0_th0.4,"[1024, 2048, 512, 128]",0.6,0.01,10000,15.0,0.4,0.2521672124831439,0.9689119170984456,0.4001834301436869,165.0127830505371,False,
20241126_175445,hl4_dr0.5_lr0.01_bs15000_pw15.0_th0.4,"[256, 512, 128, 64]",0.5,0.01,15000,15.0,0.4,0.2521672124831439,0.9689119170984456,0.4001834301436869,153.391015291214,False,
20241126_174420,hl4_dr0.5_lr0.01_bs10000_pw15.0_th0.4,"[256, 512, 128, 64]",0.5,0.01,10000,15.0,0.4,0.2519730510105871,0.9689119170984456,0.3999388939810571,149.8632688522339,False,
20241127_170525,hl4_dr0.5_lr0.01_bs10000_pw15.0_th0.42,"[1024, 512, 256, 128]",0.5,0.01,10000,15.0,0.42,0.2529002320185615,0.9681717246484086,0.4010424651234094,148.75745272636414,False,
20241126_152618,hl4_dr0.7_lr0.01_bs10000_pw15.0_th0.4,"[512, 2048, 512, 64]",0.7,0.01,10000,15.0,0.4,0.2512495194156093,0.9674315321983716,0.3989012665954524,159.67244672775269,False,
20241127_162052,hl4_dr0.6_lr0.01_bs20000_pw13.0_th0.42,"[512, 1024, 512, 128]",0.6,0.01,20000,13.0,0.42,0.2567487684729064,0.9644707623982236,0.4055399937752879,165.86449027061462,False,
20241126_222501,hl4_dr0.7_lr0.01_bs20000_pw13.0_th0.4,"[512, 1024, 512, 128]",0.7,0.01,20000,13.0,0.4,0.2555403020200039,0.9644707623982236,0.404031007751938,174.1366753578186,False,
20241126_211827,hl4_dr0.5_lr0.01_bs20000_pw13.0_th0.4,"[512, 1024, 512, 128]",0.5,0.01,20000,13.0,0.4,0.2571090047393365,0.9637305699481864,0.4059236165237724,162.3822066783905,False,
20241127_144355,hl4_dr0.6_lr0.01_bs20000_pw13.0_th0.42,"[256, 2048, 512, 128]",0.6,0.01,20000,13.0,0.42,0.2564001575423395,0.9637305699481864,0.4050396640223985,167.23438692092896,False,
20241126_114808,hl4_dr0.6_lr0.01_bs20000_pw13.0_th0.4,"[512, 2048, 1024, 256]",0.6,0.01,20000,13.0,0.4,0.2577197149643705,0.9637305699481864,0.4066843667031079,178.25408744812012,False,
20241127_131921,hl4_dr0.7_lr0.01_bs10000_pw15.0_th0.42,"[256, 512, 128, 64]",0.7,0.01,10000,15.0,0.42,0.2541975790706755,0.9637305699481864,0.4022864205159895,145.52934288978577,False,
20241127_120421,hl4_dr0.7_lr0.01_bs20000_pw13.0_th0.42,"[1024, 2048, 512, 128]",0.7,0.01,20000,13.0,0.42,0.2564001575423395,0.9637305699481864,0.4050396640223985,176.35109186172485,False,
20241127_020821,hl4_dr0.5_lr0.01_bs20000_pw13.0_th0.4,"[2048, 1024, 512, 64]",0.5,0.01,20000,13.0,0.4,0.2566074950690335,0.9629903774981496,0.4052328297772932,171.8709237575531,False,
20241127_094620,hl4_dr0.6_lr0.01_bs20000_pw13.0_th0.42,"[512, 2048, 512, 64]",0.6,0.01,20000,13.0,0.42,0.2571146245059288,0.9629903774981496,0.4058649196693183,161.47846841812134,False,
20241127_175552,hl4_dr0.6_lr0.01_bs20000_pw13.0_th0.42,"[1024, 512, 256, 128]",0.6,0.01,20000,13.0,0.42,0.2573180379746835,0.9629903774981496,0.4061183081005151,160.86467742919922,False,
20241127_112955,hl4_dr0.6_lr0.01_bs20000_pw13.0_th0.42,"[1024, 2048, 512, 128]",0.6,0.01,20000,13.0,0.42,0.2574708094201464,0.9629903774981496,0.4063085571517801,174.55291175842285,False,
20241127_063630,hl4_dr0.7_lr0.01_bs15000_pw13.0_th0.42,"[512, 2048, 1024, 256]",0.7,0.01,15000,13.0,0.42,0.2577768971666336,0.9629903774981496,0.4066895904970303,199.09959483146667,False,
20241127_091319,hl4_dr0.5_lr0.01_bs20000_pw13.0_th0.42,"[512, 2048, 512, 64]",0.5,0.01,20000,13.0,0.42,0.256911532385466,0.9629903774981496,0.4056118472330475,166.83580660820007,False,
20241127_061115,hl4_dr0.6_lr0.01_bs20000_pw13.0_th0.42,"[512, 2048, 1024, 256]",0.6,0.01,20000,13.0,0.42,0.2584425903853794,0.9629903774981496,0.4075176194205168,212.4696314334869,False,
20241127_035219,hl4_dr0.5_lr0.01_bs20000_pw13.0_th0.4,"[2048, 1024, 512, 128]",0.5,0.01,20000,13.0,0.4,0.2571202531645569,0.9622501850481124,0.4058061495239581,174.21962881088257,False,
20241127_042625,hl4_dr0.6_lr0.01_bs20000_pw13.0_th0.4,"[2048, 1024, 512, 128]",0.6,0.01,20000,13.0,0.4,0.2581926514399205,0.9622501850481124,0.4071406201064829,169.79410648345947,False,
20241127_024312,hl4_dr0.6_lr0.01_bs20000_pw13.0_th0.4,"[2048, 1024, 512, 64]",0.6,0.01,20000,13.0,0.4,0.2571202531645569,0.9622501850481124,0.4058061495239581,186.5678744316101,False,
20241126_162129,hl4_dr0.5_lr0.01_bs20000_pw13.0_th0.4,"[1024, 2048, 512, 128]",0.5,0.01,20000,13.0,0.4,0.2563091482649842,0.9622501850481124,0.4047952670091857,175.416268825531,False,
20241126_111349,hl4_dr0.5_lr0.01_bs20000_pw13.0_th0.4,"[512, 2048, 1024, 256]",0.5,0.01,20000,13.0,0.4,0.2578341927806426,0.9622501850481124,0.4066948224620679,183.86240696907043,False,
20241126_173119,hl4_dr0.7_lr0.01_bs20000_pw13.0_th0.4,"[1024, 2048, 512, 128]",0.7,0.01,20000,13.0,0.4,0.2568154879494271,0.9622501850481124,0.4054264774676439,174.2110481262207,False,
20241127_072635,hl4_dr0.5_lr0.01_bs20000_pw13.0_th0.42,"[512, 2028, 512, 128]",0.5,0.01,20000,13.0,0.42,0.2571711177052423,0.9622501850481124,0.4058694973462379,184.49756693840027,False,
20241127_182714,hl4_dr0.7_lr0.01_bs20000_pw13.0_th0.42,"[1024, 512, 256, 128]",0.7,0.01,20000,13.0,0.42,0.2565620682849812,0.9622501850481124,0.405110626363353,162.95258331298828,False,
20241126_154646,hl4_dr0.7_lr0.01_bs20000_pw13.0_th0.4,"[512, 2048, 512, 64]",0.7,0.01,20000,13.0,0.4,0.2574767280649633,0.9622501850481124,0.40625,178.68235516548157,False,
20241126_143902,hl4_dr0.5_lr0.01_bs20000_pw13.0_th0.4,"[512, 2048, 512, 64]",0.5,0.01,20000,13.0,0.4,0.2565620682849812,0.9622501850481124,0.405110626363353,169.60152506828308,False,
20241127_211507,hl4_dr0.6_lr0.01_bs20000_pw13.0_th0.42,"[2048, 1024, 512, 64]",0.6,0.01,20000,13.0,0.42,0.2573238321456849,0.9622501850481124,0.4060596595345931,182.1771171092987,False,
20241126_204555,hl4_dr0.7_lr0.01_bs20000_pw13.0_th0.4,"[256, 2048, 512, 128]",0.7,0.01,20000,13.0,0.4,0.2570694087403599,0.9622501850481124,0.4057428214731585,171.7775957584381,False,
20241127_105505,hl4_dr0.5_lr0.01_bs20000_pw13.0_th0.42,"[1024, 2048, 512, 128]",0.5,0.01,20000,13.0,0.42,0.2572277227722772,0.9615099925980756,0.4058740821746602,179.40027141571045,False,
20241127_050051,hl4_dr0.7_lr0.01_bs20000_pw13.0_th0.4,"[2048, 1024, 512, 128]",0.7,0.01,20000,13.0,0.4,0.2564659427443237,0.9615099925980756,0.404925187032419,175.467294216156,False,
20241126_183427,hl4_dr0.6_lr0.01_bs20000_pw13.0_th0.4,"[256, 512, 128, 64]",0.6,0.01,20000,13.0,0.4,0.2585589171974522,0.9615099925980756,0.4075294117647058,162.58814668655396,False,
20241127_084010,hl4_dr0.7_lr0.01_bs20000_pw13.0_th0.42,"[512, 2028, 512, 128]",0.7,0.01,20000,13.0,0.42,0.2564659427443237,0.9615099925980756,0.404925187032419,179.48399901390076,False,
20241127_154859,hl4_dr0.5_lr0.01_bs20000_pw13.0_th0.42,"[512, 1024, 512, 128]",0.5,0.01,20000,13.0,0.42,0.2586618876941458,0.9615099925980756,0.4076573042523144,160.99996089935303,False,
20241126_125642,hl4_dr0.5_lr0.01_bs20000_pw13.0_th0.4,"[512, 2028, 512, 128]",0.5,0.01,20000,13.0,0.4,0.2573296354992076,0.9615099925980756,0.4060009376465072,173.75966215133667,False,
20241126_180251,hl4_dr0.5_lr0.01_bs20000_pw13.0_th0.4,"[256, 512, 128, 64]",0.5,0.01,20000,13.0,0.4,0.2580965626862706,0.9615099925980756,0.4069548872180451,159.95962953567505,False,
20241126_212859,hl4_dr0.6_lr0.01_bs10000_pw13.0_th0.4,"[512, 1024, 512, 128]",0.6,0.01,10000,13.0,0.4,0.257125890736342,0.9615099925980756,0.4057473059503357,152.32009863853455,False,
20241126_142719,hl4_dr0.5_lr0.01_bs15000_pw13.0_th0.4,"[512, 2048, 512, 64]",0.5,0.01,15000,13.0,0.4,0.2574826560951437,0.9615099925980756,0.4061913696060037,171.0935618877411,False,
20241127_165235,hl4_dr0.7_lr0.01_bs20000_pw13.0_th0.42,"[512, 1024, 512, 128]",0.7,0.01,20000,13.0,0.42,0.2569224683544304,0.9615099925980756,0.4054939909474013,165.67882585525513,False,
20241127_185758,hl4_dr0.5_lr0.01_bs20000_pw13.0_th0.42,"[512, 256, 128, 64]",0.5,0.01,20000,13.0,0.42,0.2574375247917493,0.9607698001480384,0.4060691381198185,158.78946828842163,False,
20241127_131653,hl4_dr0.7_lr0.01_bs10000_pw13.0_th0.42,"[256, 512, 128, 64]",0.7,0.01,10000,13.0,0.42,0.2584627638391079,0.9607698001480384,0.4073434803075474,145.86996221542358,False,
20241127_000021,hl4_dr0.7_lr0.01_bs20000_pw13.0_th0.4,"[1024, 512, 256, 128]",0.7,0.01,20000,13.0,0.4,0.2562685093780849,0.9607698001480384,0.4046134663341645,165.03758931159973,False,
20241126_165610,hl4_dr0.6_lr0.01_bs20000_pw13.0_th0.4,"[1024, 2048, 512, 128]",0.6,0.01,20000,13.0,0.4,0.2568771027112606,0.9607698001480384,0.4053716427232979,177.7555332183838,False,
20241127_071411,hl4_dr0.5_lr0.01_bs15000_pw13.0_th0.42,"[512, 2028, 512, 128]",0.5,0.01,15000,13.0,0.42,0.2572334522393975,0.9607698001480384,0.4058152258871346,190.7246296405792,False,
20241126_140502,hl4_dr0.7_lr0.01_bs20000_pw13.0_th0.4,"[512, 2028, 512, 128]",0.7,0.01,20000,13.0,0.4,0.2566739173422978,0.9607698001480384,0.4051186017478152,171.47648453712463,False,
20241127_141043,hl4_dr0.5_lr0.01_bs20000_pw13.0_th0.42,"[256, 2048, 512, 128]",0.5,0.01,20000,13.0,0.42,0.2566739173422978,0.9607698001480384,0.4051186017478152,163.56610226631165,False,
20241127_200258,hl4_dr0.7_lr0.01_bs20000_pw13.0_th0.42,"[512, 256, 128, 64]",0.7,0.01,20000,13.0,0.42,0.2563191153238546,0.9607698001480384,0.4046765393608729,165.96526527404785,False,
20241126_150109,hl4_dr0.6_lr0.01_bs15000_pw13.0_th0.4,"[512, 2048, 512, 64]",0.6,0.01,15000,13.0,0.4,0.2566231712139185,0.9607698001480384,0.4050553908566079,173.12472534179688,False,
20241127_005207,hl4_dr0.6_lr0.01_bs15000_pw13.0_th0.4,"[512, 256, 128, 64]",0.6,0.01,15000,13.0,0.4,0.2574885935330291,0.9607698001480384,0.4061326658322903,156.49440598487854,False,
20241127_053515,hl4_dr0.5_lr0.01_bs20000_pw13.0_th0.42,"[512, 2048, 1024, 256]",0.5,0.01,20000,13.0,0.42,0.2581543357199681,0.9607698001480384,0.4069603386110675,172.25227427482605,False,
20241127_203853,hl4_dr0.5_lr0.01_bs20000_pw13.0_th0.42,"[2048, 1024, 512, 64]",0.5,0.01,20000,13.0,0.42,0.2581030025850069,0.9607698001480384,0.4068965517241379,180.8200397491455,False,
20241127_102009,hl4_dr0.7_lr0.01_bs20000_pw13.0_th0.42,"[512, 2048, 512, 64]",0.7,0.01,20000,13.0,0.42,0.2569334389857369,0.9600296076980016,0.4053758399749961,166.06708312034607,False,
20241127_192952,hl4_dr0.6_lr0.01_bs20000_pw13.0_th0.42,"[512, 256, 128, 64]",0.6,0.01,20000,13.0,0.42,0.2574434299325129,0.9600296076980016,0.406010330255126,179.27245593070984,False,
20241126_225647,hl4_dr0.5_lr0.01_bs20000_pw13.0_th0.4,"[1024, 512, 256, 128]",0.5,0.01,20000,13.0,0.4,0.259296281487405,0.9600296076980016,0.4083110341570911,161.46672582626343,False,
20241126_113628,hl4_dr0.6_lr0.01_bs15000_pw13.0_th0.4,"[512, 2048, 1024, 256]",0.6,0.01,15000,13.0,0.4,0.2581094527363184,0.9600296076980016,0.4068381430363864,172.25272583961487,False,
20241127_013444,hl4_dr0.7_lr0.01_bs20000_pw13.0_th0.4,"[512, 256, 128, 64]",0.7,0.01,20000,13.0,0.4,0.2578016298946531,0.9600296076980016,0.4064556565340019,159.081200838089,False,
20241126_153453,hl4_dr0.7_lr0.01_bs15000_pw13.0_th0.4,"[512, 2048, 512, 64]",0.7,0.01,15000,13.0,0.4,0.25622283682339,0.9600296076980016,0.404490877904257,172.72022700309753,False,
20241127_104248,hl4_dr0.5_lr0.01_bs15000_pw13.0_th0.42,"[1024, 2048, 512, 128]",0.5,0.01,15000,13.0,0.42,0.2573923397499504,0.9600296076980016,0.4059467918622848,174.65534353256226,False,
20241127_023055,hl4_dr0.6_lr0.01_bs15000_pw13.0_th0.4,"[2048, 1024, 512, 64]",0.6,0.01,15000,13.0,0.4,0.25622283682339,0.9600296076980016,0.404490877904257,176.43776154518127,False,
20241126_215102,hl4_dr0.6_lr0.01_bs20000_pw13.0_th0.4,"[512, 1024, 512, 128]",0.6,0.01,20000,13.0,0.4,0.2579554494828958,0.9600296076980016,0.4066468098448033,167.67939019203186,False,
20241127_052338,hl4_dr0.5_lr0.01_bs15000_pw13.0_th0.42,"[512, 2048, 1024, 256]",0.5,0.01,15000,13.0,0.42,0.257647993643226,0.9600296076980016,0.4062646828504307,180.3830463886261,False,
20241127_133739,hl4_dr0.7_lr0.01_bs20000_pw13.0_th0.42,"[256, 512, 128, 64]",0.7,0.01,20000,13.0,0.42,0.2578016298946531,0.9600296076980016,0.4064556565340019,165.7732331752777,False,
20241126_232822,hl4_dr0.6_lr0.01_bs20000_pw13.0_th0.4,"[1024, 512, 256, 128]",0.6,0.01,20000,13.0,0.4,0.2568370986920333,0.9592894152479644,0.4051899327809911,159.88057017326355,False,
